prova,ciclo,tier,box,sbb,rp,nome,sexo,nasc,nmgc,sbb_pai,nome_pai,sbb_mae,nome_mae,criador,media
Um Ano de Freio,2025,2,100,B651168,43,RELICÁRIO DE DON COLOME,MACHO,05/01/2023,8,B552436,LOS ROTCHA RELICÁRIO,B282962,ÓPERA DA BOA VISTA,EDSON LUCAS COLOMÉ,
Um Ano de Freio,2025,2,101,B675711,08,GURIA DA CHÁCARA DA FIGUEIRA,FÊMEA,14/12/2022,6,B466229,PATAXÓ DO CERRO VELHO,B226108,BUTIÁ VALSA,CHÁCARA DA FIGUEIRA,
Um Ano de Freio,2025,2,102,B662243,28,BLOGUEIRA SUL RIOGRANDENSE,FÊMEA,05/12/2022,7,B336657,CORONEL SUL RIOGRANDENSE,B416506,LEOPOLDINA DE LOS ALAMOS,MAURICIO ZANOTELLI,
Um Ano de Freio,2025,2,103,B653956,2366,GAP QUE SUERTE,FÊMEA,02/11/2022,9,B525968,HONRADO DA PARNASSA-TE,B452448,HENOÍNA DA GAP SÃO PEDRO,PARCERIA GAP GENÉTICA,
Um Ano de Freio,2025,2,104,B643026,379,GUANABARA ARROGANTE,MACHO,20/10/2022,8,B467678,GOLILLA PATRON,B568493,GUANABARA TEMPRANA,LUIZ CARLOS DA SILVA CARVALHO JUNIOR,
Um Ano de Freio,2025,2,105,B653950,2352,GAP QUÍMICA,FÊMEA,19/10/2022,7,B396137,"FANTÁSTICO DE
SÃO PEDRO",B479031,ITAPEMA DA GAP SÃO PEDRO,PARCERIA GAP GENÉTICA,
Um Ano de Freio,2025,2,106,B642048,304,JZ ATREVIDA DA SANTA MATHILDE,FÊMEA,11/10/2022,7,B542305,SOY IGUALITO DA RECONQUISTA-TE,B295091,JZ LUCRÉCIA DA SANTA MATHILDE,ZILDA BRAGA DE AZAMBUJA,
Um Ano de Freio,2025,2,107,B635705,34,LJG HORNADA,FÊMEA,10/10/2022,6,B420173,XILENO ICO,B314360,LENDA DO ALVOROÇO,JARBAS RICARDO MUNHOZ GARCIA,
Um Ano de Freio,2025,2,108,B648582,1423,IBIRAPUITÃ DO INFINITO,MACHO,06/10/2022,7,B567483,ESCÂNDALO DO INFINITO-TE,B251188,QÜINTALLA DO INFINITO,ROBERTO SIDNEY DAVIS JÚNIOR,
Um Ano de Freio,2025,2,109,B644822,168,SARGENTO DO NONOAI,MACHO,05/10/2022,7,B235817,BALAQUEIRO DO NONOAI,B459737,KAPITU DO NONOAI,FÁBIO VACCARO,
Um Ano de Freio,2025,2,110,B647465,159,CAMBUIM MATTOS,MACHO,01/10/2022,7,B448447,"MARCONI CONCHA
Y TORO",B392630,BRUXARIA DO CAMBOIM,DIEGO NASCIMENTO DE MATTOS,
Um Ano de Freio,2025,2,111,B648619,1389,FAMÍLIA DA BOA VISTA,FÊMEA,28/09/2022,7,B536008,LAS MISIONES YUCUMÃ,B316100,IDÉIA DA BELA ALIANÇA,FAZENDA BOA VISTA,
Um Ano de Freio,2025,2,112,B648629,92,REGENTE DA CANOA MIRIM,MACHO,16/09/2022,6,B244721,LA PASSION BRILHANTE,B174988,CAPANEGRA HEBRAICA,JOÃO CARLOS PATELLA NETO,
Um Ano de Freio,2025,2,113,B672623,142,LA PÁTRIA INSPIRAÇÃO-TE,FÊMEA,13/09/2022,8,B409696,BASCO VENENO,B537243,LA PÁTRIA TRANCA,RODRIGO CASTELLARIN FIALHO,
Um Ano de Freio,2025,2,114,B635703,31,LJG HARMÔNICO,MACHO,09/09/2022,7,B294584,HARMONIA TEMPRANO,B284295,REÑACA CALA BASSA,JARBAS RICARDO MUNHOZ GARCIA,
Um Ano de Freio,2025,2,115,B648194,104,MACANUDO DO INHANDEJÚ,MACHO,06/09/2022,8,B544116,GAUDERIO DO INHANDEJÚ,B397175,APOSTA DO ITAPORORÓ,MAURO SÉRGIO MARQUES FRANCO,
Um Ano de Freio,2025,2,116,B639850,1117,ZAPICAN CHARRUA,MACHO,02/09/2022,9,B311023,LAS CALLANAS MIL RAZONES-TE,B388059,NINA CRIOULO,JOÃO ROUGET PÉREZ WREGE,
Um Ano de Freio,2025,2,117,B657737,116,DEL OESTE DO TOPO DA SERRA,MACHO,01/09/2022,7,B481753,AS MALKE ESTRIBO,B442874,MT NOBESSA DA MARIA THEREZA,GUILHERME SAMPAIO PISSETTI E JULIO CESAR PISSETTI,
Um Ano de Freio,2025,2,118,B673201,01,CCI CARTUCHO,MACHO,28/08/2022,7,B460468,MUCHACHO DA MAIOR,B267834,EF LÁGRIMA,VANDERLEI HONÓRIO GONÇALVES,
Um Ano de Freio,2025,2,119,B648409,06,CRISTAL DA MEYER,FÊMEA,09/06/2022,7,B443989,AMANTE DA SCHÜTZ,B294325,DIVINA DA SAFF,ALEXANDRE MEYER,
Um Ano de Freio,2025,2,120,B629283,09,COLIBRI DA MADRUGADA SANTA,MACHO,12/03/2022,9,B401915,JOTACE AMULETO,B262576,CHILENITA DO NONOAI,MARCOS SERPA,
Um Ano de Freio,2025,2,121,B671547,01,ALCALINA 01 DO VALETE,FÊMEA,25/02/2022,7,B408717,VALETE DO BOEIRO BRANCO,B424101,LIBERDADE F 561,LUCAS NUNES DA SILVA,
Um Ano de Freio,2025,2,122,B655695,387,ZAGAIA DO PURUÃ,FÊMEA,15/02/2022,6,B354559,ED ORELHANO,B334600,BT CANAFISTULA,STEFANO SCAGLIONI MARINI,
Um Ano de Freio,2025,2,123,B625781,14,SCSENTINELA ÁS DE ESPADA,MACHO,05/02/2022,8,B524267,SC JALISCO,B499239,SC GAITA PONTO,PARCERIA SCSENTINELA,
Um Ano de Freio,2025,2,124,B642059,43,ASW HERÓI,MACHO,25/01/2022,8,B497792,ASW ALUCINADO,B604867,ASW DENGOSA,SILVÉRIO RUFATTO,
Um Ano de Freio,2025,2,125,B671996,121,TERÇO DE TENTOS DA SAN CLEMENTE,MACHO,29/12/2021,7,B292721,AS MALKE TRUCO,B283976,PO ÁGUA NA BOCA,FELIPPE SERENA,
Um Ano de Freio,2025,2,126,B619960,407,VV JOÃO DE BARRO,MACHO,22/12/2021,7,B178908,LAUREADO DO ITAPORORÓ,B185840,DELICADA DA SANTA PAZ,VICTOR INÁCIO VOLKWEIS,
Um Ano de Freio,2025,2,128,B629122,149,PAYSANO OLHOS DE CAMPO,MACHO,07/12/2021,7,B514363,SE ERMÃO,B181240,AMIGAZA DO CANGUÇÚ,RENATO CORREA MORRONE,
Um Ano de Freio,2025,2,129,B630269,1123,REBUENA DO CAPÃO REDONDO,FÊMEA,07/12/2021,7,B426250,TAÑIDO RETOBADO,B401190,INGRATA DO CAPÃO REDONDO,ANTONIO CARLOS ALBUQUERQUE PY,
Um Ano de Freio,2025,2,131,B663273,01,ABUSADO JP PAI E FILHO,MACHO,24/11/2021,7,B457302,IMPULSO DA MAYA,B213954,VESPA 411 MAUFER,JARDEL FINKENAUER PEREIRA,
Um Ano de Freio,2025,2,132,B624932,23,HARAGANO DO CREMA,MACHO,23/11/2021,7,B436472,LADRILEÑO DO CAÇADOR,B479425,ESPERANÇA DA FURNA CRIOULA,JEFFERSON LUIZ CREMA,
Um Ano de Freio,2025,2,133,B625188,804,HELECHO DA LIBERDADE,MACHO,19/11/2021,9,B506336,HELECHO DO PURUNÃ,B317631,LIBERDADE F 388,ARTHUR LUIZ DA SILVEIRA,
Um Ano de Freio,2025,2,134,B644223,05,ADÃO DA MEYER,MACHO,06/11/2021,8,B454472,CHARQUE SILVESTRE,B397511,LAS CALLANAS JAULA OSCURA,ALEXANDRE MEYER,
Um Ano de Freio,2025,2,135,B633860,132,LA PÁTRIA ESTRELITA,FÊMEA,06/11/2021,9,B396137,FANTÁSTICO DE SÃO PEDRO,B284144,LA PÁTRIA FANFARRONA,RODRIGO CASTELLARIN FIALHO,
Um Ano de Freio,2025,2,136,B622185,527,SINAL DA CRUZ TRINCA FERRO,MACHO,04/11/2021,7,B262383,DESTAQUE DA MAIOR,B373804,QUILERO XUVISQUERA,LAURO VARELA MARTINS,
Um Ano de Freio,2025,2,137,B621076,196,CANHAFÉ RECUERDO,MACHO,01/11/2021,7,B252066,URANO DO PURUNÃ,B491211,CANHAFÉ LEMBRANÇA,FLAVIANO JUNIOR SAIBRO,
Um Ano de Freio,2025,2,138,B627491,157,CINCO J OREADA,FÊMEA,01/11/2021,7,B349886,NIAZZI IMPROVISO,B475994,CINCO J HERA,CASSIO FÉLIX JOBIM,
Um Ano de Freio,2025,2,139,B625650,22,IMPERADOR DO SANTO CERRO,MACHO,30/10/2021,8,B137740,GANADERO DA HARMONIA,B225037,RE ARISTOCRATA,PAULO EDUARDO DE LUCA MORAES,
Um Ano de Freio,2025,2,140,B629632,1365,QUENIA DA QUINTA,FÊMEA,25/10/2021,9,B509618,"JALISCO DA GAP
SÃO PEDRO",B239183,VALÊNCIA DA QUINTA,PÉRICLES E DINAH DRUCK,
Um Ano de Freio,2025,2,141,B626712,703,ZEUS PERAU,MACHO,19/10/2021,6,B261401,RZ TRUCO DA CARAPUÇA,B204831,KR CALIFORNIA,KÁTIA HUBER RIBEIRO,
Um Ano de Freio,2025,2,142,B630558,28,MISSIONEIRA DA MERGULHÃO,FÊMEA,07/10/2021,7,B294584,HARMONIA TEMPRANO,B370805,CAMINERA DA MERGULHÃO,"IVO, NILZA GLUFKE E FILHOS",
Um Ano de Freio,2025,2,143,B662079,25,LJG GUAPA-TE,FÊMEA,04/10/2021,5,B589655,COLIBRI MATRERO,B190501,PRINCEZA DO GARRUCHO,JARBAS RICARDO MUNHOZ GARCIA,
Um Ano de Freio,2025,2,144,B666076,1351,QUINOA DA QUINTA,FÊMEA,26/09/2021,9,B509618,JALISCO DA GAP SÃO PEDRO,B275544,BADANA DA QUINTA,PÉRICLES E DINAH DRUCK,
Um Ano de Freio,2025,2,170,B633866,361,GENERAL DO KAVAJU PORÃ,MACHO,15/09/2021,7,B479078,VANERÃO II DE SANTA THEREZA,B368759,SAGA DO KAVAJU PORÃ,JOSÉ FRANCISCO PEREIRA DE MOURA,
Um Ano de Freio,2025,2,146,B638412,252,MEIA VOLTA NOVILLERO,MACHO,11/09/2021,6,B301233,PO BANDIDAZO,B326646,RIO LIGEIRO FARPA,OSWALDO GUTHEIL E HILDA MARIA GOULART,
Um Ano de Freio,2025,2,147,B621337,213,COSTANERA TRUJO,MACHO,10/09/2021,6,B210113,FACEIRO DO RECANTO CRIOULO,B451732,COSTANERA MARIA JOANA,PARCERIA AGRO-PECUÁRIA COSTANERA,
Um Ano de Freio,2025,2,148,B621209,263,SANTO ONOFRE MOÇA BELA,FÊMEA,08/09/2021,7,B421730,SANTO ONOFRE CALAMACO,B410525,SANTO ONOFRE BELA VISTA,NESTOR AUGUSTO/JORGE ROSAS DEMIATE JR.,
Um Ano de Freio,2025,2,150,B632981,102,SANTORO DA CASA BRANCA,MACHO,07/09/2021,7,B284469,LA CASTELLANA EL CHASQUE,B434856,JOVITA DA CASA BRANCA,FERNANDO BORGES LORENZINI,
Um Ano de Freio,2025,2,151,B630675,369,A LO LARGO MEMORIAS,FÊMEA,03/09/2021,9,B509618,JALISCO DA GAP SÃO PEDRO,B434864,A LO LARGO CATALUÑA,PÉRICLES P.DRUCK E PAULO ROBERTO SOUTO,
Um Ano de Freio,2025,2,153,B615993,288,UFANO DA URUGUAIA,MACHO,11/02/2021,8,B503936,MANO A MANO DO RAUNA,B358841,JARARACA DA URUGUAIA,MAURÍCIO DOS SANTOS TORRES,
Um Ano de Freio,2025,2,154,B659108,140,SAUDADE DO CANDEEIRO,FÊMEA,01/01/2021,6,B152642,IGAPÓ DE SANTA ODESSA,B282553,ENCANTADA DO CANDEEIRO,MOACIR ALVES DA SILVA FILHO,
Um Ano de Freio,2025,2,155,B610882,242,MEIA VOLTA MUCHACHA,FÊMEA,29/12/2020,8,B301233,PO BANDIDAZO,B267364,NOCHERA PELUCA,OSWALDO GUTHEIL E HILDA MARIA GOULART,
Um Ano de Freio,2025,2,156,B640485,23,BAILARINA DO TRÊS TROTE,FÊMEA,17/11/2020,7,B367895,"JUSTICEIRO DO MANO
A MANO",B333640,RZ BAILARINA DA CARAPUÇA,DENI JOEL SULZBACH,
Um Ano de Freio,2025,2,157,B609558,323,SANTA AUGUSTA SIN SALIDA-TE,FÊMEA,12/10/2020,9,B319623,FICHERO DO CAPÃO REDONDO,B463775,SANTA AUGUSTA MANCHA RARA,FERNANDO E GUILHERME VASCONCELLOS,
Um Ano de Freio,2025,2,158,B602216,92,RANCHEIRA DA ESTÂNCIA VELHA,FÊMEA,10/10/2020,6,B240020,CINCHADOR RIO NEGRO,B303140,MILONGA DA BAILANTA ANTIGA,EDUARDO GOULART E MATEUS SILVEIRA,
Um Ano de Freio,2025,2,159,B633649,105,TIRANA DE SANTO EXPEDITO,FÊMEA,10/09/2020,6,B373481,CAPITÃO DO PURUNÃ,B442162,HAVANA DE SANTO EXPEDITO,GUILHERME FERREIRA WESTER WIEMANN,
Um Ano de Freio,2025,2,160,B612604,2518,CAPANEGRA DESPOJADA,FÊMEA,14/11/2018,8,B348286,CANTERA ALERCE,B316636,CAPANEGRA QUEJERA,FERNANDO DORNELLES PONS,
Um Ano de Freio,2025,2,161,B602051,44,PICANA DO QUINTAL,FÊMEA,11/08/2018,6,B443825,HIJO BUENO DE SÃO CARLOS,B193349,PASSO BLANCO JARDINEIRA,MARINO E MARIO MESSERSCHMIDT SCHERER,
Morfologia Expointer,2025,1,2541,B646437,60,JURAMENTO DA BARRA FUNDA,MACHO,02/02/2023,8,B455617,URCO DE SANTA THEREZA,B266744,ESTAMPA DA SAGARANA,ROBERTO ARAÚJO DIEDRICH,
Morfologia Expointer,2025,1,2542,B646149,23,GUARDIÃO DA FLC,MACHO,25/01/2023,8,B530664,CHAMAMÉ NOCHERO,B342189,EF ORACA,FABIO CZAPLA,
Morfologia Expointer,2025,1,2543,B651953,1619,RE UM A ZERO-TE,MACHO,17/01/2023,9,B616747,"DEL
OESTE ZORRINO",B585059,RE REFINADA,EVALDO FRANCISCO DA ROSA,
Morfologia Expointer,2025,1,2544,B647834,09,CARRASCO DA MARCA DO PAI-TE,MACHO,10/01/2023,8,B552163,MONARCA DA BELA ESPERANÇA,B409885,DIVINDAD 42 NOMBRADO,MUDAA CONSTRUTORA E INCORPORADORA LTDA,
Morfologia Expointer,2025,1,2545,B651327,621,JOTACE LUTADOR-TE,MACHO,01/01/2023,7,B438313,KT AMANHECER,B293807,JOTACE UTOPIA,JOÃO JURACI CANTARELLI,
Morfologia Expointer,2025,1,2546,B650916,159,RINCÓN LA COMPOSTELLA,MACHO,31/12/2022,8,B530664,CHAMAMÉ NOCHERO,B328182,KT TRÓIA,MARIA LUIZA TELLECHEA CERQUEIRA E FILHOS,
Morfologia Expointer,2025,1,2547,B645697,39,LAS GURIZAS FOGONERO,MACHO,20/12/2022,7,B231887,ÍNDIO DO BOEIRO,B518452,PITANGA DO CAPÃO DA RONDA,JÚLIO COSTA E FILHAS,
Morfologia Expointer,2025,1,2550,B651948,1615,RE UM GOLE-TE,MACHO,19/12/2022,7,B616747,DEL OESTE ZORRINO,B580687,RE PEPITA DE OURO,EVALDO FRANCISCO DA ROSA,
Morfologia Expointer,2025,1,2551,B656277,32,NARCISISTA DA MERGULHÃO,MACHO,15/12/2022,7,B372116,SEDUTOR TUPAMBAÉ,B378199,TARAGÜI ORAÇÃO,"IVO, NILZA GLUFKE E FILHOS",
Morfologia Expointer,2025,1,2552,B656076,143,MONTE PAMPERO JOGO DE SORTE,MACHO,05/12/2022,7,B396137,FANTÁSTICO DE SÃO PEDRO,B242263,MOROCHA DA BOA VISTA,TIAGO SANGIOGO,
Morfologia Expointer,2025,1,2553,B643815,160,RDH NOCHERO,MACHO,03/12/2022,6,B505908,TRES AR ATENEO,B476252,RDH FLOR DE LIS,RAFAEL DEPETRIS HADDAD,
Morfologia Expointer,2025,1,2554,B656437,582,LA CASTELLANA TRANQUILO,MACHO,03/12/2022,7,B208394,"CUTUCO
DE SANTA EDWIGES",B349671,LA CASTELLANA HONRA DA CASA,MARCELO AMARAL MORAES,
Morfologia Expointer,2025,1,2555,B641286,156,HERMOSO DE LOS BUENOS,MACHO,29/11/2022,8,B509629,JAGUAR DA GAP SÃO PEDRO,B528427,LAVINIA DOS TRÊS CORAÇÕES,LUIS CARLOS KOCZKODAY,
Morfologia Expointer,2025,1,2556,B652075,1906,BASCO JUEVES,MACHO,27/11/2022,6,B617811,DEL OESTE FIERRO,B409673,BASCA VINAGRETE,MARIANA FRANCO TELLECHEA E FILHOS,
Morfologia Expointer,2025,1,2557,B645604,230,INQUISITOR DE SANTA LARISSA,MACHO,24/11/2022,6,B403335,INQUISITOR 1490 MAUFER,B462538,TRÊS CERROS FUMARADA,LUIZ KENDY MAEDA,
Morfologia Expointer,2025,1,2558,B652089,1905,BASCO JOHNNIE WALKER,MACHO,24/11/2022,6,B617811,DEL OESTE FIERRO,B478798,BASCA CASTANHEIRA,MARIANA FRANCO TELLECHEA E FILHOS,
Morfologia Expointer,2025,1,2559,B642755,73,NOCHERO DO AÇUNGUI,MACHO,20/11/2022,8,B269661,AS MALKE SEDUTOR-TE,B491702,MANCHA RARA 1920 MAUFER,GUILHERME WENDLER,
Morfologia Expointer,2025,1,2560,B644151,09,DON GONÇALO EL ENEMIGO,MACHO,20/11/2022,8,B556496,DON GONÇALO MELCHOR,B459215,LINDA DAMA 1790 MAUFER,RAMON CORBELLINI,
Morfologia Expointer,2025,1,2561,B650416,145,TRC POSTEIRO,MACHO,19/11/2022,8,B231887,ÍNDIO DO BOEIRO,B509821,TRC KIKA,THIAGO RISTOW CARDINAL,
Morfologia Expointer,2025,1,2562,B652446,321,VIRAGRO PACIFICO VENCEDOR,MACHO,17/11/2022,6,B589655,COLIBRI MATRERO,B413041,BELA UNIÃO ALMA GUAPA,VIRAGRO AGROPECUÁRIA LTDA,
Morfologia Expointer,2025,1,2563,B649214,862,CIMARRON DO LISCANO,MACHO,16/11/2022,7,B396137,FANTÁSTICO DE SÃO PEDRO,B455460,AS MALKE DUQUEZA,PIETRO E GIULIANO PEREIRA ZANETTI,
Morfologia Expointer,2025,1,2564,B652077,1898,BASCO JERONIMO,MACHO,16/11/2022,9,B243062,BASCO ONÁSSIS,B540922,BASCA ESPUELA,MARIANA FRANCO TELLECHEA E FILHOS,
Morfologia Expointer,2025,1,2566,B638690,739,MARCONI BRAVO,MACHO,10/11/2022,7,B396137,FANTÁSTICO DE SÃO PEDRO,B347126,MARCONI IMAGEM,ALEXANDRE ESPINDOLA ARAÚJO,
Morfologia Expointer,2025,1,2567,B653564,1886,BASCO JESUÍTA,MACHO,08/11/2022,6,B243062,BASCO ONÁSSIS,B460125,BASCA BONANZA,MARIANA FRANCO TELLECHEA E FILHOS,
Morfologia Expointer,2025,1,2568,B643550,69,TARAGÜI BIEN HABLADO,MACHO,07/11/2022,7,B438313,KT AMANHECER,B457543,TARAGÜI RINCONADA,ÉRICO E SÉRGIO RUSSO,
Morfologia Expointer,2025,1,2569,B647311,364,CHASQUE GUARDADO,MACHO,03/11/2022,9,B509618,JALISCO DA GAP SÃO PEDRO,B479218,CHASQUE BOCA VERMELHA,MANUEL LUÍS BENEVENGA SARMENTO,
Morfologia Expointer,2025,1,2570,B647317,363,CHASQUE BOMBERO II,MACHO,03/11/2022,8,B409696,BASCO VENENO,B541361,CHASQUE JURA SECRETA,MANUEL LUÍS BENEVENGA SARMENTO,
Morfologia Expointer,2025,1,2571,B642844,1364,CAMPANA KAIO,MACHO,02/11/2022,8,B481227,TAÑIDO CANTA GALLO,B551787,CAMPANA GAZELA,MÁRIO MOGLIA SUÑE,
Morfologia Expointer,2025,1,2572,B645606,226,INTOCÁVEL DE SANTA LARISSA,MACHO,01/11/2022,8,B509629,JAGUAR DA GAP SÃO PEDRO,B420315,CAPANEGRA UNA NOVIA,LUIZ KENDY MAEDA,
Morfologia Expointer,2025,1,2573,B651073,634,BERRO GROSSO MAPOCHO,MACHO,31/10/2022,8,B530664,CHAMAMÉ NOCHERO,B574678,UMA PROMESSA MAPOCHO,SÉRGIO SANTOS SANT´ANNA E FILHAS,
Morfologia Expointer,2025,1,2574,B649476,147,RRT CAMPOS NEUTRAIS IV,MACHO,30/10/2022,8,B556496,DON GONÇALO MELCHOR,B251620,HORTELÃ DO LISCANO,RICARDO ROTTA TERRA,
Morfologia Expointer,2025,1,2575,B643911,60,QUERO QUERO DA PÁTRIA XUCRA,MACHO,28/10/2022,8,B540444,BUENO DE QUARACI,B512860,BASCA DEDICADA,BRUCE QUATRIN BUZZETO,
Morfologia Expointer,2025,1,2576,B657103,662,TUPAMBAÉ DA TAMANCA,MACHO,17/10/2022,8,B519131,NOCHERO DAvTAMANCA,B565794,PAPA FINA DA TAMANCA,LAURO CARDOSO TERRA E FILHOS,
Morfologia Expointer,2025,1,2577,B642834,1346,CAMPANA KALIFA,MACHO,16/10/2022,7,B238882,TRIUNFO DO PURUNÃ,B447662,CAMPANA CORRALERA,MÁRIO MOGLIA SUÑE,
Morfologia Expointer,2025,1,2578,B647468,163,CANTO FORTE MATTOS,MACHO,16/10/2022,8,B530664,CHAMAMÉ NOCHERO,B532428,JV RIGOROSA,DIEGO NASCIMENTO DE MATTOS,
Morfologia Expointer,2025,1,2579,B652933,10,TER FACUNDO,MACHO,15/10/2022,8,B503936,MANO A MANO DO RAUNA,B527791,ABRE CANCHA DA VH,MARCOS RAUL FERREIRA FAGUNDES E FERNANDA HELENA HORN,
Morfologia Expointer,2025,1,2580,B650711,105,ORFEU 105 NOMBRADO,MACHO,12/10/2022,8,B574283,LEVIATÃ 81 NOMBRADO,B352703,MESCLA SOMBRA,GABRIELA ZANCANARO,
Morfologia Expointer,2025,1,2581,B640740,1340,CAMPANA KOPERO,MACHO,10/10/2022,6,B589655,COLIBRI MATRERO,B184786,CAMPANA NICOTINA,MÁRIO MOGLIA SUÑE,
Morfologia Expointer,2025,1,2583,B646278,1391,FARROUPILHA DA BOA VISTA,MACHO,30/09/2022,8,B514288,XEQUE MATE DA BOA VISTA,B241273,CASTAÑA DA MAIOR,FAZENDA BOA VISTA,
Morfologia Expointer,2025,1,2584,B654244,1031,URANO DO MACANUDO,MACHO,30/09/2022,8,B566291,QUARENTA E QUATRO DO MACANUDO-TE,B504967,NATA DO MACANUDO,MAURO E TELMO FERREIRA,
Morfologia Expointer,2025,1,2585,B649689,104,LEGADO DA PÁTRIA CRIOULA,MACHO,28/09/2022,8,B514288,XEQUE MATE DA BOA VISTA,B251576,CAPANEGRA NASTÁCIA,TAIANA PALUDO,
Morfologia Expointer,2025,1,2586,B641761,1130,MARTIN FIERRO DO ITAÓ,MACHO,20/09/2022,6,B617811,DEL OESTE FIERRO,B503544,ESCARAPELA DO ITAÓ,CÁSSIO SOUZA BONOTTO,
Morfologia Expointer,2025,1,2587,B648262,1127,SEDUTOR DO CAPÃO REDONDO,MACHO,14/09/2022,8,B319623,FICHERO DO CAPÃO REDONDO,B567360,OLIVA DO CAPÃO REDONDO,ANTONIO CARLOS ALBUQUERQUE PY,
Morfologia Expointer,2025,1,2588,B651920,264,IMPÉRIO DA MEIA LUA,MACHO,12/09/2022,7,B540444,BUENO DE QUARACI,B356251,INDIANA DA MEIA LUA,FRANCISCO GERALDO PEREIRA DE SOUZA,
Morfologia Expointer,2025,1,2590,B650716,114,ULTIMATO DON PABLO,MACHO,08/09/2022,7,B396137,FANTÁSTICO DE SÃO PEDRO,B543470,PORTEÑA DON PABLO,PABLO BREA WINCKLER,
Morfologia Expointer,2025,1,2591,B641128,59,JURADO DA CVC,MACHO,07/09/2022,9,B226846,BUENAÇO DA MAIOR,B532845,ESMERALDA DA CVC,LEONARDO MARTINS GARCIA,
Morfologia Expointer,2025,1,2592,B639311,705,LAGEADO DA OCA,MACHO,06/09/2022,8,B474125,DEL TOURO DA OCA,B523906,ETERNA DA OCA,OTO BREIER,
Morfologia Expointer,2025,1,2595,B653893,460,PP ELEGIDO DA RENASCER-TE,MACHO,30/08/2022,9,B269661,AS MALKE SEDUTOR-TE,B556022,PP ZARA DA RENASCER-TE,PAULO ROBERTO PAVIN,
Morfologia Expointer,2025,1,2596,B644304,2306,RZ DESTINO II DA CARAPUÇA,MACHO,22/08/2022,7,B201279,AQUI ESTOY DA SANTA JUVITA,B431256,RZ DOÑA LINDA DA CARAPUÇA,RUBENS ELIAS ZOGBI,
Morfologia Expointer,2025,1,2597,B643202,155,KIKITO DAS FLORES,MACHO,18/08/2022,7,B519131,NOCHERO DA TAMANCA,B377636,RZ DALIA ROSA DA CARAPUÇA,CLEBER WEYH,
Morfologia Expointer,2025,1,2598,B634024,261,HERCULANO DA MEIA LUA-TE,MACHO,01/05/2022,7,B396137,FANTÁSTICO DE SÃO PEDRO,B469050,ARMA BRANCA DA MEIA LUA,FRANCISCO GERALDO PEREIRA DE SOUZA,
Morfologia Expointer,2025,1,2599,B631827,451,RODOPIO DO RIBEIRÃO BONITO-TE,MACHO,19/03/2022,5,B146172,BT LUCERO,B158582,BAIONETA DO TAMBORÉ,ARISON JUNG,
Morfologia Expointer,2025,1,2600,B631154,148,SANTIAGO LA COMPOSTELLA,MACHO,06/02/2022,7,B271539,GALO DE SANTA EDWIGES,B520237,LENDA LA COMPOSTELLA,MARIA LUIZA TELLECHEA CERQUEIRA E FILHOS,
Morfologia Expointer,2025,1,2601,B638809,04,KA BRIGADOR,MACHO,27/01/2022,10,B296959,AS MALKE TORMENTO-TE,B508001,ZAMBA 276 DA RECALADA,RAPHAEL PASSOS SEVERINO,
Morfologia Expointer,2025,1,2603,B625032,17,FULANO DE TAL DA FLC,MACHO,28/12/2021,7,B455637,EF TAMOEIRO,B437253,JÓIA NEGRA DA VENDRAMIN-TE,FABIO CZAPLA,
Morfologia Expointer,2025,1,2604,B632076,1775,BASCO INOCÊNCIO,MACHO,25/12/2021,6,B296959,AS MALKE TORMENTO-TE,B512807,BASCA DESTEMIDA,MARIANA FRANCO TELLECHEA E FILHOS,
Morfologia Expointer,2025,1,2605,B649059,45,CAPATAZ DA BOA VINDA,MACHO,12/12/2021,8,B349886,NIAZZI IMPROVISO,B423376,JARARACA DO MACANUDO,JOÃO PAULO GEHLEN E CAMILA MARIA MORETTO,
Morfologia Expointer,2025,1,2607,B628269,162,OPORTUNO DA ASKATASUNA,MACHO,10/12/2021,8,B530664,CHAMAMÉ NOCHERO,B383185,BT ESCONDIDA,MARIA IZABEL FRANCO TELLECHEA,
Morfologia Expointer,2025,1,2609,B636293,36,QUEBRANTO DO MOCÓ,MACHO,05/12/2021,6,B226846,BUENAÇO DA MAIOR,B232568,CARMELA DO MOCÓ,ERIC MACHADO DA SILVA,
Morfologia Expointer,2025,1,2610,B623202,1550,GUAZUBIRÁ 1550 DA ESCONDIDA,MACHO,03/12/2021,8,B503936,MANO A MANO DO RAUNA,B381472,TRÊS MARIAS DA ESCONDIDA,JOSÉ INÁCIO E VINÍCIUS FREITAS,
Morfologia Expointer,2025,1,2611,B624142,65,TARAGÜI APACHE,MACHO,03/12/2021,7,B372116,SEDUTOR TUPAMBAÉ,B457545,TARAGÜI RANCAGUA,ÉRICO E SÉRGIO RUSSO,
Morfologia Expointer,2025,1,2612,B639244,2275,GAP PATRIARCA,MACHO,03/12/2021,7,B296959,AS MALKE TORMENTO-TE,B320706,CHINOCA DE SÃO PEDRO,PARCERIA GAP GENÉTICA,
Morfologia Expointer,2025,1,2613,B629029,27,IGUAÇU DEL TIERBA,MACHO,30/11/2021,6,B371076,JÁ LIBERTADOR,B291783,DEBOCHADA DO MACANUDO,CARLOS RICARDO SZCZERBOWSKI,
