prova,ciclo,tier,box,sbb,rp,nome,sexo,nasc,nmgc,sbb_pai,nome_pai,sbb_mae,nome_mae,criador,media
Morfologia Expointer,2025,1,2824,B643962,64,MATTIERO FLOR DE LIS,FÊMEA,01/10/2022,9,B524058,RZ MALO ABRIGO DA CARAPUÇA-TE,B515801,MATTIERO FLOR DE TUNA,FELIPE MATTIONI E IRMÃOS,
Morfologia Expointer,2025,1,2825,B651040,455,NIAZZI VIÑA DEL MAR,FÊMEA,01/10/2022,8,B349886,NIAZZI IMPROVISO,B507955,NIAZZI NAVALHA,TIAGO ANTONIAZZI,
Morfologia Expointer,2025,1,2826,B651586,78,GUASCA JÓIA RARA-TE,FÊMEA,01/10/2022,7,B540444,BUENO DE QUARACI,B203812,BT RANCHERA,MANOEL AUGUSTO ANTOLINI ALVARES DA CUNHA,
Morfologia Expointer,2025,1,2827,B652451,314,VIRAGRO FANTÁSTICA,FÊMEA,30/09/2022,9,B589773,SANTA LARISSA FANTASTICO,B430154,BELA UNIÃO SESMARIA,VIRAGRO AGROPECUÁRIA LTDA,
Morfologia Expointer,2025,1,2828,B644300,2309,RZ ESCANDALOZA DA CARAPUÇA,FÊMEA,29/09/2022,6,B573475,RZ NO ME TOQUES II DA CARAPUÇA,B335331,RZ BELLA ANAHI DA CARAPUÇA- TE,RUBENS ELIAS ZOGBI,
Morfologia Expointer,2025,1,2830,B645610,215,IMAGEM DE SANTA LARISSA,FÊMEA,28/09/2022,7,B396137,FANTÁSTICO DE SÃO PEDRO,B349802,FANFARRA DA MAYA,LUIZ KENDY MAEDA,
Morfologia Expointer,2025,1,2831,B655781,1525,RE UTOPIA-TE,FÊMEA,28/09/2022,8,B395816,JA MANDA CHUVA,B566880,RE PIONEIRA-TE,EVALDO FRANCISCO DA ROSA,
Morfologia Expointer,2025,1,2833,B652828,1514,RE UMA BELA,FÊMEA,19/09/2022,7,B592837,RE REGALO-TE,B235997,JA ESPOLETA,EVALDO FRANCISCO DA ROSA,
Morfologia Expointer,2025,1,2834,B643848,402,TEQUILA DA TAIMÃ,FÊMEA,18/09/2022,8,B587123,QUEBRACHO DA TAIMÃ-TE,B524974,NAJA DA TAIMÃ,TAIANE LETICIA ZOCCHETTO,
Morfologia Expointer,2025,1,2835,B651078,615,BAETA COLORADA MAPOCHO,FÊMEA,17/09/2022,8,B530664,CHAMAMÉ NOCHERO,B511162,TERNURA MAPOCHO,SÉRGIO SANTOS SANT´ANNA E FILHAS,
Morfologia Expointer,2025,1,2836,B650246,1506,RE UVA MALBEC-TE,FÊMEA,12/09/2022,7,B499447,YANCAMIL CAHUEL,B442538,RE JEITOSA,EVALDO FRANCISCO DA ROSA,
Morfologia Expointer,2025,1,2837,B654103,2313,GAP QUE BELA,FÊMEA,12/09/2022,8,B536061,YANCA INTENDENTE,B570932,GAP MADAGASCAR,PARCERIA GAP GENÉTICA,
Morfologia Expointer,2025,1,2839,B643556,307,RAMON 307 GUAINA,FÊMEA,09/09/2022,8,B579531,BASCO GUARDIAN,B448015,RAMON VINGANÇA,GER ADMINISTRAÇÃO E PARTICIPAÇÕES S/A,
Morfologia Expointer,2025,1,2840,B645704,1383,FORQUILHA DA BOA VISTA,FÊMEA,09/09/2022,8,B514288,XEQUE MATE DA BOA VISTA,B294093,OPALINA DA BÉZINHA,FAZENDA BOA VISTA,
Morfologia Expointer,2025,1,2842,B651786,359,GALEGA DE QUARACI,FÊMEA,04/09/2022,7,B540444,BUENO DE QUARACI,B473214,MIRAGEM DA MATARAZZO-TE,ROSALIE TAVARES NEGRINI JONES,
Morfologia Expointer,2025,1,2843,B654081,2303,GAP QUIMERA,FÊMEA,03/09/2022,7,B396137,FANTÁSTICO DE SÃO PEDRO,B478946,INTRUSA DA GAP SÃO PEDRO,PARCERIA GAP GENÉTICA,
Morfologia Expointer,2025,1,2844,B657167,0126,MONTE PAMPERO JOGATINA,FÊMEA,31/08/2022,8,B514288,XEQUE MATE DA BOA VISTA,B176008,JA ZOADA,TIAGO SANGIOGO,
Morfologia Expointer,2025,1,2845,B643423,21,FORMOSA DO RINCÃO SEGREDO,FÊMEA,27/08/2022,6,B296959,AS MALKE TORMENTO-TE,B409684,BASCA VANITA,FABIANO HAUSCHILD,
Morfologia Expointer,2025,1,2846,B643852,395,TERNURA DA TAIMÃ,FÊMEA,09/08/2022,8,B587123,QUEBRACHO DA TAIMÃ-TE,B166121,GAMBETA II DA ESCONDIDA,TAIANE LETICIA ZOCCHETTO,
Morfologia Expointer,2025,1,2848,B624657,60,OROSUL JABOTICABA,FÊMEA,05/04/2022,8,B373386,CABARET DO PURUNÃ,B410071,JAGUEL LUANA,EURICO TIBES ORO,
Morfologia Expointer,2025,1,2849,B636504,776,TRINIDAD DA CABANHA SANTA FÉ-TE,FÊMEA,07/02/2022,7,B317108,JA IMPULSO,B185984,JA ANDORINHA,GILBERTO RODRIGUES DE FREITAS,
Morfologia Expointer,2025,1,2850,B633822,721,KT IPIRANGA,FÊMEA,06/01/2022,7,B438313,KT AMANHECER,B354889,KT UTOPIA,"ALFREDO,GUILHERME E DIEGO TELLECHEA",
Morfologia Expointer,2025,1,2853,B622230,99,NIRVANA 99 NOMBRADO,FÊMEA,24/12/2021,7,B372116,SEDUTOR TUPAMBAÉ,B273859,DELICADA DA TAIMÃ,GABRIELA ZANCANARO,
Morfologia Expointer,2025,1,2854,B639248,2238,GAP PAMPEANA,FÊMEA,17/12/2021,7,B396137,"FANTÁSTICO DE
SÃO PEDRO",B396550,FINA ESTAMPA DE SÃO PEDRO-TE,PARCERIA GAP GENÉTICA,
Morfologia Expointer,2025,1,2855,B636398,1468,RE TINAJERA-TE,FÊMEA,13/12/2021,7,B499447,YANCAMIL CAHUEL,B442538,RE JEITOSA,EVALDO FRANCISCO DA ROSA,
Morfologia Expointer,2025,1,2856,B631678,169,CERRO CAMPERO QUEBRA LUZ,FÊMEA,11/12/2021,6,B275980,BUEN ABRIGO DO ROCIO,B393261,CERRO CAMPERO GARRUCHA,GIULIANNO CHEMIN SPRÉA,
Morfologia Expointer,2025,1,2857,B646935,1849,BRAVA GATA 1849 DA RECONQUISTA,FÊMEA,11/12/2021,8,B549506,JA RETOÇO,B580180,OUTRA GATA 929 DA RECONQUISTA-TE,MARCELO TELLECHEA CAIROLI,
Morfologia Expointer,2025,1,2858,B618125,694,MARCONI UTOPIA,FÊMEA,07/12/2021,8,B514288,XEQUE MATE DA BOA VISTA,B442078,JEITOSA DA PÉROLA NEGRA,ALEXANDRE ESPINDOLA ARAÚJO,
Morfologia Expointer,2025,1,2859,B623806,205,HIJA DE LA LUNA DE SANTA LARISSA,FÊMEA,06/12/2021,7,B536061,YANCA INTENDENTE,B542314,SANTA LARISSA DESENVUELTA,LUIZ KENDY MAEDA,
Morfologia Expointer,2025,1,2860,B641165,1453,AS MALKE LUZEIRA,FÊMEA,06/12/2021,7,B536061,YANCA INTENDENTE,B427518,AS MALKE CASTELHANA,SUCESSÃO DE JOSÉ SCHWANCK,
Morfologia Expointer,2025,1,2861,B618700,08,DELICADA DO PINTADO,FÊMEA,03/12/2021,7,B513251,NH GUERREIRO,B198308,OEA RETRETA,MAURICIO BELMONTE BEDINOT,
Morfologia Expointer,2025,1,2862,B619557,97,LEM OCASION,FÊMEA,03/12/2021,8,B514288,XEQUE MATE DA BOA VISTA,B263259,BT VALESCA,LUIZ EDUARDO MEHL,
Morfologia Expointer,2025,1,2863,B621723,682,ZANGADA DA CHARQUEADA,FÊMEA,01/12/2021,6,B225507,FACEIRO DA CHARQUEADA,B300248,JÓIA DA CHARQUEADA,JACÓ EDMUNDO WEIAND,
Morfologia Expointer,2025,1,2864,B633997,569,QUEBRA NOZES DO IMBUIAL,FÊMEA,01/12/2021,6,B460174,BASCO BANDIDO,B588259,INESPERADA DO IMBUIAL,EVALDO MENDES TABORDA,
Morfologia Expointer,2025,1,2865,B654752,1838,BUENA ONDA DA RECONQUISTA - TE,FÊMEA,30/11/2021,6,B269661,AS MALKE SEDUTOR-TE,B246393,GAITA PONTO DA RECONQUISTA,MARCELO TELLECHEA CAIROLI,
Morfologia Expointer,2025,1,2866,B631516,611,AMETISTA MAPOCHO,FÊMEA,28/11/2021,8,B530664,CHAMAMÉ NOCHERO,B454476,ÓPERA DO TURUSSU,SÉRGIO SANTOS SANT´ANNA E FILHAS,
Morfologia Expointer,2025,1,2867,B620870,50,ITA PENELOPE CHARMOSA DO IOI-TE,FÊMEA,26/11/2021,8,B495332,UM BUENO DO PASSO DA LAGE,B551881,ITA MADALENA DO IOI,PARCERIA PECUÁRIA ITA,
Morfologia Expointer,2025,1,2868,B624130,39,VÁRZEA GRANDE ATACAMA,FÊMEA,20/11/2021,6,B460130,BASCO BALUARTE,B442762,VÁRZEA GRANDE PELEADORA,LUCIANO AMARAL PATELLA,
Morfologia Expointer,2025,1,2869,B622227,98,NIAGARA 98 NOMBRADO,FÊMEA,19/11/2021,7,B201279,AQUI ESTOY DA SANTA JUVITA,B317696,ANDARIEGA DO PURUNÃ,GABRIELA ZANCANARO,
Morfologia Expointer,2025,1,2870,B632109,1745,BASCA ILUSION,FÊMEA,16/11/2021,7,B331268,FESTEJO 1061 MAUFER,B405480,BASCA VUELTA DE HONOR,MARIANA FRANCO TELLECHEA E FILHOS,
Morfologia Expointer,2025,1,2872,B632322,1389,JA VINGANÇA,FÊMEA,14/11/2021,8,B547996,JÁ QUIXOTE,B547488,JA QUEDA DE BRAÇO-TE,JOSÉ ANTONIO ANZANELLO,
Morfologia Expointer,2025,1,2873,B625480,182,NH LUA DE MEL,FÊMEA,11/11/2021,9,B529284,NH FABULOSO,B505430,NH GRACIOSA,VALDECIR JOSÉ KÖHLER,
Morfologia Expointer,2025,1,2874,B621839,33,ZAMORA GUANABARA,FÊMEA,09/11/2021,7,B399605,EF RAMÃO,B349502,BODEGA DO PURUNÃ,MARCO ANTONIO VIEIRA BORGES ANTUNES,
Morfologia Expointer,2025,1,2875,B635254,2259,GAP PALOMA,FÊMEA,08/11/2021,8,B569822,GAP MONARCA,B452329,HARMONICA DA GAP SÃO PEDRO,PARCERIA GAP GENÉTICA,
Morfologia Expointer,2025,1,2876,B619671,1285,CAMPANA JOSEFA,FÊMEA,06/11/2021,9,B528898,CAMPANA FAÇO GOSTO,B447664,CAMPANA CANTINA,MÁRIO MOGLIA SUÑE,
Morfologia Expointer,2025,1,2879,B628441,1106,SANTA ALICE AGUERRIDA,FÊMEA,02/11/2021,6,B399620,SANTA ALICE NUBLADO II,B464012,SANTA ALICE PECETA,MARCELO BOMFIGLIO MARÇAL,
Morfologia Expointer,2025,1,2880,B634844,316,JARDINEIRA 316 DO INHANDUVÁ,FÊMEA,02/11/2021,9,B296959,AS MALKE TORMENTO-TE,B512708,ESTIMADA II DO ITAPORORÓ,NESTOR DE MOURA JARDIM NETO,
Morfologia Expointer,2025,1,2881,B631156,139,QUELUAH LA COMPOSTELLA,FÊMEA,26/10/2021,8,B409696,BASCO VENENO,B536174,JADE LA COMPOSTELLA,MARIA LUIZA TELLECHEA CERQUEIRA E FILHOS,
Morfologia Expointer,2025,1,2883,B631571,503,INVERNADA DO AMANHECER,FÊMEA,18/10/2021,8,B569132,FEITIÇO DO AMANHECER,B506228,DISCRETA DO AMANHECER,FÁBIO BELLOTTI MOURA,
Morfologia Expointer,2025,1,2884,B632098,1716,BASCA INFLUÊNCIA,FÊMEA,18/10/2021,6,B296959,AS MALKE TORMENTO-TE,B460100,BASCA BEGÔNIA,MARIANA FRANCO TELLECHEA E FILHOS,
Morfologia Expointer,2025,1,2885,B624965,402,SESMARIA DO PASSO FUNDO-TE,FÊMEA,11/10/2021,7,B396137,FANTÁSTICO DE SÃO PEDRO,B240818,CONFIANÇA DO PASSO FUNDO,EVARISTO TAGLIARI NETO,
Morfologia Expointer,2025,1,2886,B641166,1428,AS MALKE LAMBISGÓIA,FÊMEA,10/10/2021,6,B269661,AS MALKE SEDUTOR- TE,B455401,AS MALKE DEBUTANTE,SUCESSÃO DE JOSÉ SCHWANCK,
Morfologia Expointer,2025,1,2887,B639229,2225,GAP PRINCESA,FÊMEA,05/10/2021,8,B569822,GAP MONARCA,B502065,ILUMINADA DA GAP SÃO PEDRO-TE,PARCERIA GAP GENÉTICA,
Morfologia Expointer,2025,1,2889,B628097,110,GURIA GAUCHA DE LAS BUENAS,FÊMEA,26/09/2021,9,B509618,JALISCO DA GAP SÃO PEDRO,B321091,DAMA NEGRA II DA QUINTA,LUIS CARLOS KOCZKODAY,
Morfologia Expointer,2025,1,2891,B634678,2213,GAP PATRIA,FÊMEA,22/09/2021,7,B396137,"FANTÁSTICO DE
SÃO PEDRO",B452467,HERANÇA DA GAP SÃO PEDRO,PARCERIA GAP GENÉTICA,
Morfologia Expointer,2025,1,2892,B628099,109,GRAÇA DIVINA DE LAS BUENAS,FÊMEA,18/09/2021,6,B269661,AS MALKE SEDUTOR- TE,B369099,AS MALKE AFIADA,LUIS CARLOS KOCZKODAY,
Morfologia Expointer,2025,1,2893,B619664,1242,CAMPANA JUREMA,FÊMEA,13/09/2021,9,B528898,CAMPANA FAÇO GOSTO,B503404,CAMPANA ESCRIBANA,MÁRIO MOGLIA SUÑE,
Morfologia Expointer,2025,1,2894,B619124,1057,LARANJADA DO ITAÓ,FÊMEA,11/09/2021,8,B540178,BASCO ENCANTO,B322997,URNA DO ITAÓ,CÁSSIO SOUZA BONOTTO,
Morfologia Expointer,2025,1,2895,B638004,0570,TROIA DO CAÇADOR,FÊMEA,10/09/2021,7,B226846,BUENAÇO DA MAIOR,B502185,NOBREZA DO CAÇADOR,SANDOVAL CARAMORI,
Morfologia Expointer,2025,1,2897,B624752,291,RAMON 291 FLORÊNCIA,FÊMEA,07/09/2021,7,B351128,AS MALKE VULTO,B308035,ÚLTIMA RIMA DO BARULHO,GER ADMINISTRAÇÃO E PARTICIPAÇÕES S/A,
Morfologia Expointer,2025,1,2898,B619121,1040,LENDA DO ITAÓ,FÊMEA,01/09/2021,7,B395777,JA MATE AMARGO,B453131,CARTILHA DO ITAÓ,CÁSSIO SOUZA BONOTTO,
Morfologia Expointer,2025,1,2899,B619137,1047,LIXIGUANA DO ITAÓ-TE,FÊMEA,01/09/2021,8,B296959,AS MALKE TORMENTO-TE,B534457,FUZARCA DO ITAÓ,CÁSSIO SOUZA BONOTTO,
Morfologia Expointer,2025,1,2900,B625807,397,NATIVIDADE OITAVADA,FÊMEA,31/08/2021,7,B252840,FERIADO DE SANTA EDWIGES,B548342,NATIVIDADE 296 JOCASTA,SYLVIO GOMES RIBAS,
Morfologia Expointer,2025,1,2901,B618470,184,CRC POR UNA ENCANTADA,FÊMEA,26/08/2021,7,B409696,"UNA ENCANTADA
R.P. 184, B618470, NMGC 7, NASC 26/08/2021, FEMEA, COLORADA, POR BASCO VENENO",B367784,CRC ENCANTADA,"RODRIGO, ADEMAR E MARIO CASTELLI",
Morfologia Expointer,2025,1,2902,B619285,132,RIACHO FRIO ÚLTIMA VALSA,FÊMEA,27/07/2021,6,B115082,BT HOSPEDEIRO,B450511,RIACHO FRIO NAMORADA,JOÃO NESTOR MENDES ANTUNES,
Morfologia Expointer,2025,1,2904,B619459,35,RURAL ABREU FANTASIA,FÊMEA,05/07/2021,8,B514288,XEQUE MATE DA BOA VISTA,B224846,SERESTA DO PURUNÃ,ROGÉRIO GARCIA NETO,
Morfologia Expointer,2025,1,2905,B615724,153,PERCANTA DO ROSAL,FÊMEA,02/07/2021,9,B405482,BASCO VALE QUATRO,B518657,NOITE ADENTRO DA VENDRAMIN,SADY MARCONDES LOUREIRO NETO,
Morfologia Expointer,2025,1,2908,B606253,1626,BASCA HOLANDA,FÊMEA,12/12/2020,6,B243062,BASCO ONÁSSIS,B330553,BASCA SANGRIA,MARIANA FRANCO TELLECHEA E FILHOS,
Morfologia Expointer,2025,1,2909,B615648,2114,PINTA LINDA CALA BASSA,FÊMEA,04/12/2020,7,B286330,DEL OESTE MUTANTE,B528474,GENTILEZA II CALA BASSA-TE,MARCELO REZENDE MÓGLIA,
Morfologia Expointer,2025,1,2910,B606881,1027,SJ MAGICA,FÊMEA,14/11/2020,6,B373481,CAPITÃO DO PURUNÃ,B337541,SJ ABRAKADABRA,LUGAJO AGRICULTURA E PECUÁRIA LTDA.,
Morfologia Expointer,2025,1,2914,B610032,28,LA UNIÓN SIMPATIA,FÊMEA,10/10/2020,7,B422617,QUERENDON DO RECANTO CRIOULO,B424421,FACEIRA DO PEREGRINO,RODRIGO HOLZ KROLOW,
Morfologia Expointer,2025,1,2915,B608753,2144,GAP ÓPERA,FÊMEA,08/10/2020,7,B396137,FANTÁSTICO DE SÃO PEDRO,B350012,DESCOBERTA DE SÃO PEDRO,EDUARDO MACEDO LINHARES,
Morfologia Expointer,2025,1,2916,B601682,174,BELLE RESERVA,FÊMEA,06/10/2020,7,B152241,BUTIÁ OLODUM,B374287,BELLE HERDEIRA,ELIZABETH LEMANSKI,
Morfologia Expointer,2025,1,2918,B602704,645,MARCONI TATUAGEM,FÊMEA,27/09/2020,8,B514288,XEQUE MATE DA BOA VISTA,B398940,IDOLATRADA DA PÉROLA NEGRA,ALEXANDRE ESPINDOLA ARAÚJO,
Morfologia Expointer,2025,1,2919,B613916,2130,GAP OCASION,FÊMEA,26/09/2020,7,B396137,FANTÁSTICO DE SÃO PEDRO,B478954,INVEJADA DA GAP SÃO PEDRO,EDUARDO MACEDO LINHARES,
Morfologia Expointer,2025,1,2921,B606848,1074,SANTA ALICE VICUÑA,FÊMEA,19/09/2020,6,B399620,SANTA ALICE NUBLADO II,B428388,SANTA ALICE OLHADA,MARCELO BOMFIGLIO MARÇAL,
Morfologia Expointer,2025,1,2922,B606527,408,QUARESMA DO RIBEIRÃO BONITO,FÊMEA,14/09/2020,6,B460174,BASCO BANDIDO,B464720,JACUTINGA DO RIBEIRÃO BONITO,ARISON JUNG,
Morfologia Expointer,2025,1,2923,B597465,353,CARA PAMPA DA BÉZINHA,FÊMEA,12/09/2020,8,B514288,XEQUE MATE DA BOA VISTA,B273728,"NOZ MOSCADA DA
BÉZINHA",PAULO ROBERTO BORGES SILVEIRA,
Morfologia Expointer,2025,1,2926,B589038,2114,GAP NORUEGA-TE,FÊMEA,13/02/2020,6,B536061,YANCA INTENDENTE,B204330,SICILIANA DE SÃO PEDRO,EDUARDO MACEDO LINHARES,
Morfologia Expointer,2025,1,2927,B585625,26,TRÊS NIÑAS ENCANTADA,FÊMEA,25/01/2020,8,B296959,AS MALKE TORMENTO-TE,B235124,QUARUBA DO ITAPORORÓ,ANA LUCIA FERREIRA JARDIM DE CONVERSO,
Morfologia Expointer,2025,1,2929,B590676,737,XINA LINDA DO RECANTO CRIOULO,FÊMEA,23/10/2019,7,B163595,ATRAÇÃO DO RECANTO CRIOULO,B484653,SEDUTORA DO RECANTO CRIOULO,ADELMO HESS,
Morfologia Expointer,2025,1,2930,B585534,893,HARMONIA DO ITAÓ,FÊMEA,14/10/2019,7,B395777,JÁ MATE AMARGO,B453131,CARTILHA DO ITAÓ,CÁSSIO SOUZA BONOTTO,
Morfologia Expointer,2025,1,2931,B590170,217,DAVINA DE QUARACI,FÊMEA,16/09/2019,7,B239576,RZ SANGUINÁRIO DA CARAPUÇA,B418025,JI MILONGUERA,ROSALIE TAVARES NEGRINI JONES,
Morfologia Expointer,2025,1,2932,B568535,264,SÃO JOSÉ DAS LAGES AÇOITEIRA,FÊMEA,17/12/2018,6,B406221,NUVIOSO DA RECONQUISTA,B289829,SANTA MÔNICA BALSA,ADOLFO JOSÉ MARTINS NETO,
Morfologia Expointer,2025,1,2933,B566880,1100,RE PIONEIRA-TE,FÊMEA,03/12/2018,7,B499447,YANCAMIL CAHUEL,B442538,RE JEITOSA,EVALDO FRANCISCO DA ROSA,
Morfologia Expointer,2025,1,2935,B568031,400,SANTA BRÍGIDA ORACION,FÊMEA,15/10/2018,8,B448153,YALU LINDO BRUJO,B396675,SANTA BRÍGIDA HERMOSA,JOSÉ THOMAZ LARRATEA ARDUVINO E FILHOS,
Morfologia Expointer,2025,1,2937,B565051,52,RJ LUZ VERMELHA,FÊMEA,26/09/2018,6,B409696,BASCO VENENO,B368196,RJ BUENAS NOCHES,ROSANGELA FRAÇÃO E JULIANO FLORES,
Morfologia Expointer,2025,1,2940,B545839,456,DOM ALBERTO RIQUEZA,FÊMEA,19/12/2017,6,B337269,HERDEIRO MARUPÁ,B263262,ITA QUARESMA,FERNANDO ALBERTO SCHOLZE,
Morfologia Expointer,2025,1,2941,B543286,410,LA ITAPITOCAI DO MAKO,FÊMEA,15/12/2017,7,B417689,FANFARRÃO DO MAKO,B254178,ITAPITOCAI FAMOSA,AGROPECUÁRIA DO MAKO LTDA,
Morfologia Expointer,2025,1,2942,B512852,1050,BASCA DE LA REINA,FÊMEA,06/11/2016,5,B243062,BASCO ONÁSSIS,B263233,BASCA PRINCESA,MARIANA FRANCO TELLECHEA E FILHOS,
Morfologia Expointer,2025,1,2943,B504970,754,ORGULHOSA II DO MACANUDO,FÊMEA,01/11/2016,7,B349886,NIAZZI IMPROVISO,B235103,ALTANEIRA DO MACANUDO,MAURO E TELMO FERREIRA,
Morfologia Expointer,2025,1,2944,B518196,593,GULA DOS CASTANHEIROS,FÊMEA,05/09/2016,5,B115082,BT HOSPEDEIRO,B196845,JA BAILANTA,MIGUEL E RODRIGO SCARPELLINI CAMPOS,
Morfologia Expointer,2025,1,2946,B400359,376,INSÍGNIA DA VENDRAMIN,FÊMEA,01/12/2012,6,B190224,SÃO JOÃO DO JUNCAL PANDEMÔNIO,B307536,MADRUGADA DO CARRACHI,ALDO VENDRAMIN,
Morfologia Expointer,2026,1,2700,B675725,380,GUARANI 380 DA RECALADA,MACHO,16/02/2024,7,B372116,SEDUTOR TUPAMBAÉ,B582395,CUMBIA 329 DA RECALADA,FÁBIO LANGLOIS RUIVO,
Morfologia Expointer,2026,1,2701,B678746,182,FEITICEIRO DA RECORRIDA,MACHO,23/01/2024,8,B565746,BASCO FEITICEIRO- TE,B275054,BALALAICA DA TERRA COSTA,LEONARDO E MARÇAL FURIAN,
Morfologia Expointer,2026,1,2703,B666603,82,PONTEIRO DA SOLOFINO,MACHO,20/12/2023,8,B514288,XEQUE MATE DA BOA VISTA,B535906,HARMONIE DA ROSSATTO,HELLTON MOTTIN,
Morfologia Expointer,2026,1,2704,B669162,147,GTA GUAEMBÉ,MACHO,18/12/2023,8,B530664,CHAMAMÉ NOCHERO,B438795,RZ FANTAZIOSSA DA CARAPUÇA,GIBRAN THIVES ARAUJO,
Morfologia Expointer,2026,1,2705,B670605,47,PAMPA DO GUERREIRO,MACHO,18/12/2023,9,B438313,KT AMANHECER,B538562,RJD LEGENDA II,LUCIANO POLETTO AZEVEDO,
Morfologia Expointer,2026,1,2706,B673138,1542,AS MALKE NAMORADOR-TE,MACHO,18/12/2023,6,B243062,BASCO ONÁSSIS,B230528,RZ RENDA LINDA DA CARAPUÇA,SUCESSÃO DE JOSÉ SCHWANCK,
Morfologia Expointer,2026,1,2707,B675188,1742,RE VERÍSSIMO-TE,MACHO,18/12/2023,8,B616747,DEL OESTE ZORRINO,B566880,RE PIONEIRA-TE,EVALDO FRANCISCO DA ROSA,
Morfologia Expointer,2026,1,2708,B665215,76,SANTA LETA MONARCA,MACHO,16/12/2023,8,B587123,QUEBRACHO DA TAIMÃ-TE,B553268,MARCONI RAMONA,MARCELO BONFIGLIO DE BARROS,
Morfologia Expointer,2026,1,2709,B680075,366,UNIVERSO DO ENCANTTO,MACHO,15/12/2023,7,B343555,ENTREVERO DELLA TERSA,B502433,FUZILEIRA DEL SAUCE,PARCERIA IRMÃOS COMIOTTO,
Morfologia Expointer,2026,1,2710,B671033,645,ULTIMATO 645 DA TROVADOR,MACHO,09/12/2023,6,B269661,AS MALKE SEDUTOR-TE,B432645,JÓIA RARA 370 DA TROVADOR,ADRIANO E GUILHERME MALLMANN,
Morfologia Expointer,2026,1,2711,B665645,2474,GAP REAL INVIDO,MACHO,05/12/2023,8,B396137,"FANTÁSTICO DE
SÃO PEDRO",B546115,LA MARTINA DA GAP SÃO PEDRO,PARCERIA GAP GENÉTICA,
Morfologia Expointer,2026,1,2712,B666600,80,PATRON VIEJO DA SOLOFINO,MACHO,05/12/2023,7,B409696,BASCO VENENO,B599595,LINDA MONTA DA SOLOFINO,HELLTON MOTTIN,
Morfologia Expointer,2026,1,2713,B663907,219,OUTRO NAIPE DO SOL BRILHANTE,MACHO,23/11/2023,8,B612296,LUTADOR DO SOL BRILHANTE,B349433,FACEIRA DO BACUDO,SERGIO AUGUSTO AMARAL,
Morfologia Expointer,2026,1,2714,B662927,72,TARAGÜI COMBATE,MACHO,20/11/2023,9,B409696,BASCO VENENO,B511813,TARAGÜI TRANCA,ÉRICO E SÉRGIO RUSSO,
Morfologia Expointer,2026,1,2715,B667558,276,JUNCAL DA MEIA LUA,MACHO,20/11/2023,8,B479078,VANERÃO II DE SANTA THEREZA,B568095,ESTACA DA MEIA LUA,FRANCISCO GERALDO PEREIRA DE SOUZA,
Morfologia Expointer,2026,1,2716,B664010,57,ZAMORA IMPECÁVEL,MACHO,19/11/2023,6,B409696,BASCO VENENO,B330503,GALPONERA DO MORRO CHATO,MARCO ANTONIO VIEIRA BORGES ANTUNES,
Morfologia Expointer,2026,1,2717,B671618,900,VENTO PAMPEANO DA CABANHA SANTA FÉ,MACHO,18/11/2023,8,B514288,XEQUE MATE DA BOA VISTA,B249715,UTOPIA DO PURUNÃ- TE,GILBERTO RODRIGUES DE FREITAS,
Morfologia Expointer,2026,1,2718,B661814,578,SINAL DA CRUZ VELHO CHICO-TE,MACHO,13/11/2023,7,B269661,AS MALKE SEDUTOR-TE,B241273,CASTAÑA DA MAIOR,LAURO VARELA MARTINS,
Morfologia Expointer,2026,1,2719,B661845,111,LAS TINIDERAS COMPÁS,MACHO,06/11/2023,7,B372116,SEDUTOR TUPAMBAÉ,B378195,TARAGÜI OVEJA NEGRA,BERNARDO FERREIRA FISCHER,
Morfologia Expointer,2026,1,2721,B661790,89,REGALO DA RIGOROSA,MACHO,03/11/2023,8,B296959,AS MALKE TORMENTO-TE,B548700,LIBERDADE DA RIGOROSA,ERNI JOSÉ BACKES,
Morfologia Expointer,2026,1,2722,B663789,57,FLORESTA DE OURO PANDEMÔNIO,MACHO,02/11/2023,7,B495332,UM BUENO DO PASSO DA LAGE,B340821,BUERANA DO JARUNÃ,AQUILES PIO FRANCESCHETE,
Morfologia Expointer,2026,1,2723,B670002,40,LAS GURIZAS GUAPO,MACHO,01/11/2023,7,B409696,BASCO VENENO,B531287,LAS GURIZAS AMANDITA,JÚLIO COSTA E FILHAS,
Morfologia Expointer,2026,1,2724,B661587,1441,CAMPANA LAMPIÃO,MACHO,31/10/2023,9,B210113,FACEIRO DO RECANTO CRIOULO,B528915,CAMPANA FLOR DO PAGO,MÁRIO MOGLIA SUÑE,
Morfologia Expointer,2026,1,2725,B666027,464,NATIVIDADE QUARTEL MESTRE,MACHO,30/10/2023,7,B562924,BASCO FEDERAL,B450535,NATIVIDADE GARBOSA II,SYLVIO GOMES RIBAS,
Morfologia Expointer,2026,1,2726,B667861,2023,BASCO LAPACHO-TE,MACHO,30/10/2023,6,B617811,DEL OESTE FIERRO,B478886,BASCA CONSTÂNCIA,MARIANA FRANCO TELLECHEA E FILHOS,
Morfologia Expointer,2026,1,2727,B660799,25,LA VIRGÍNIA CORINGA-TE,MACHO,29/10/2023,8,B396137,FANTÁSTICO DE SÃO PEDRO,B552727,DEJANIRA TUPAMBAÉ,JOSE FERNANDO FAGUNDES,
